Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
JPQTYOCTFS080,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS090,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS100,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS110,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS130,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS140,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS151,W2012,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTFS160,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTFS180,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN010,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN120,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN130,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN140,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN150,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN220,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN240,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTMN250,W2012,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTRA010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM050,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM070,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM080,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM090,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM100,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM110,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM120,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM130,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTTM140,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTVS060,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS070,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS080,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS090,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS101,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS102,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS110,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS130,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS140,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS150,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS160,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS170,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS180,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS190,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS200,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS210,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS220,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS230,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTVS310,W2008 R2,JP - Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYOCTWB040,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB060,W2008,UNKNOWN,API,Development,,VIRTUAL
JPQTYOCTWB070,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB080,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB110,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB120,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB130,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB140,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB160,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB171,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB172,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB190,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYOCTWB200,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP030,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP050,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP060,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP070,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP080,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP090,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP100,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCAP110,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCBK010,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCDB020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCDC010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCFS011,W2012 R2,IBM Nanko DC,API,Pre-Production,,DL360 G9
JPQTYODCFS012,W2012 R2,IBM Nanko DC,API,Pre-Production,,DL360 G9
JPQTYODCFS020,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCFS030,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCFS040,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCFS050,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCFS060,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCLA010,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCLA020,W2012,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCMN030,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCMN040,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCMN050,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCMN060,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCMN070,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCRA010,W2012 R2,IBM Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCVS041,W2012 R2,IBM Nanko DC,API,Pre-Production,,DL360 G9
JPQTYODCVS050,W2012 R2,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYODCVS060,W2012 R2,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYODCVS070,W2012 R2,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYODCVS080,W2012 R2,IBM Nanko DC,API,Pre-Production,,BL460c G7 
JPQTYODCWB020,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPQTYODCWB030,W2008 R2,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPSDAABI01,SUSE 11,IBM Makuhari DC,API,Sandbox,,BL460C G9
JPSDAABI02,SUSE 11,IBM Makuhari DC,API,Sandbox,,VIRTUAL
MAPDUBPLDC010,W2008 R2,IE - Dublin,EUTD,Production,,DL380P G8
MAPKILPLDC010,W2008 R2,IE - Kerry,EUTD,Production,,DL380 
MAPMPPPLDC010,W2008 R2,NL - Meppel,EUTD,Production,,VIRTUAL
MAPMPPPLDC020,W2008 R2,NL - Meppel,EUTD,Production,,VIRTUAL
MV-WFS02,W2003,US - RTP,AUS,Production,,DL380 G5
MV-WFS03,W2008 R2,US - RTP,AUS,Production,,DL360 G5
PREFECT,W2003,US - Northbrook,AUS,Production,,DL580 G2
PS010NLLE11,W2003,NL - Leiden,APEL,Production,,VIRTUAL
PS030IEDU11,W2003,IE - Dublin,EUTD,Production,,VIRTUAL
SAPDEMUCDB010,W2003,DE - DCS,APEL,Validation,,DL380 G6
SAPDEMUCDB020,W2003,DE - DCS,APEL,Production,,DL380 G6
SAPEBVNLBKA10,W2003,UNKNOWN,API,Production,,DL385
SAPICNTRAP090,W2003 R2,IBM Makuhari DC,API,Production,,VIRTUAL
SAPUSDALBK010,W2003 R2,Dallas DC,API,Production,,DL380 G6
SAPUSDALBK010,W2003,US - BLD,AUS,Production,,DL380 G6
SAPUSDALDB070,W2003,US - BLD,AUS,Validation,,DL380 G7
SAPUSDALDB080,W2003,US - BLD,AUS,Production,,DL380 G7
SAPUSHQZAP020,W2003,US - BLD,AUS,Production,,DL360 G5
SAPUSHQZDB020,W2003,US - BLD,AUS,Production,,DL380 G5
SAPUSHQZWB010,W2003,US - BLD,AUS,Production,,DL360 G5
SAPUSHQZWB020,W2003,US - BLD,AUS,Production,,DL360 G5
SCANRSRV,W2003,US - Northbrook,AUS,Production,,DL380 G2
SCNTRAD010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRAD020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRAP1I0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRAP1T0,W2003 R2,IBM Makuhari DC,API,Production,,VIRTUAL
SCNTRAP1W0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRAP310,W2003 R2,IBM Makuhari DC,API,Production,,DL360 G5
SCNTRAP340,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRAP610,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRAP620,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRAP630,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRAP761,W2008,JP - Makuhari DC,API,Production,,DL785 G6
SCNTRAP762,W2008,JP - Makuhari DC,API,Production,,DL785 G6
SCNTRAP771,W2008,JP - Makuhari DC,API,Production,,BL460c G6
SCNTRAP772,W2008,JP - Makuhari DC,API,Production,,BL460c G6
SCNTRAP781,W2008,JP - Makuhari DC,API,Production,,BL460c G6
SCNTRAP782,W2008,JP - Makuhari DC,API,Production,,BL460c G6
SCNTRDB0H0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB0N0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB1A0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB1F0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB1K0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB1M0,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
SCNTRDB1V0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB250,W2008,JP - Nanko DC,API,Production,,VIRTUAL
SCNTRDB360,W2003 R2,IBM Makuhari DC,API,Production,,DL360 G5
SCNTRDB460,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRDB590,W2008 R2,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB600,W2008 R2,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB610,W2008 R2,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB621,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB622,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB631,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRDB632,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRMN140,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRMN150,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRMN160,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRMN170,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
SCNTRMN190,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
SCNTRSN120,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRSN130,W2008,JP - Makuhari DC,API,Production,,BL460c
SCNTRTR0A0,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
SDISRAP230,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
SDISRDH010,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
SDMZVS010,W2008,JP - Makuhari DC,API,Production,,DL360 G6
SDMZVS020,W2008,JP - Makuhari DC,API,Production,,DL360 G6
SDMZWB090,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360 G5
SDMZWB100,W2008,JP - Makuhari DC,API,Production,,DL360 G7
SDMZWB100[CSTB],W2008,JP - Nanko DC,API,Production,,DL360 G7
SDMZWB110,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
SDMZWB110[CSTB],W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
SDMZWB120,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360 G4p
SKASMMN030,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
SKASMMN040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
SM020DEMU11,W2003,DE - Munich,APEL,Production,,DL380 G4
SM030IEDU11,W2008 R2,IE - Dublin,EUTD,Production,,VIRTUAL
SM030IEKI11,W2008 R2,IE - Kerry,EUTD,Production,,VIRTUAL
SM040IEDU11,W2008 R2,IE - Dublin,EUTD,Production,,VIRTUAL
SM040IEKI11,W2008 R2,IE - Kerry,EUTD,Production,,VIRTUAL
SM050IEDU11,W2008 R2,IE - Dublin,EUTD,Production,,VIRTUAL
SM050IEKI11,W2008 R2,IE - Kerry,EUTD,Production,,VIRTUAL
SM060IEKI11,W2008 R2,IE - Kerry,EUTD,Production,,BL465c G7
SPS-FINLAND,W2003,FI - Espoo,APEL,Non- Production,,DL360 G5
SPS-NORDIC,W2003,DK - Kastrup,APEL,Non- Production,,DL380 G5
SPS-NORWAY,W2003,NO - Asker,APEL,Non- Production,,DL360 G5
STKHGAPA20,W2008,JP - Tsukuba,API,Production,,DL360 G7
STSRCDB130,W2008,JP - Tsukuba,API,Production,,DL580 G5
STSRCDB140,W2008,JP - Tsukuba,API,Production,,DL580 G5
STSRCDB150,W2008,JP - Tsukuba,API,Production,,DL360 G6
STSRCDBAG0,W2003 R2,JP - Tsukuba,API,Production,,ML370 G5
STSRCWB080,W2008,JP - Tsukuba,API,Production,,DL360 G6
STSRCWB090,W2008,JP - Tsukuba,API,Production,,DL360 G6
STSRCWBA90,W2003 R2,JP - Tsukuba,API,Production,,DL380 G5
TM1SERVER,W2000,US - BLD,AUS,Production,,BL20 G1
TS0010DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0020DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0030DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0040DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0080DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS010NLME11,W2003,NL - Meppel,EUTD,Production,,DL380 G6
TS0110DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0120DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0130DEFR,W2003,DE - DCS,APEL,Validation,,VIRTUAL
TS0150DEFR,W2003,DE - DCS,APEL,Development,,VIRTUAL
TS020NLME11,W2003,NL - Meppel,EUTD,Production,,DL380 G6
TS0250DEFR,W2003,DE - DCS,APEL,Production,,VIRTUAL
TS0260DEFR,W2008 R2,DE - DCS,APEL,Production,,VIRTUAL
TS030NLME11,W2003,NL - Meppel,EUTD,Production,,DL380 G6
TS040IEKI11,W2008 R2,IE - Kerry,EUTD,Development,,VIRTUAL
TS040NLME11,W2003,NL - Meppel,EUTD,QAS,,DL380 G6
TS080IEKI11,W2008 R2,IE - Kerry,EUTD,Development,,VIRTUAL
TS220IEDU11,W2008 R2,IE - Dublin,EUTD,Production,,VIRTUAL
USBDQAD010ASLAA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
usbdqad010aslxa,AIX 7.1,US - BLD,AUS,,,P740
USBDQAD020ASLAA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USBDQAV050ASL8A,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USBDQBH000ASLWA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USBDQBU010ASLWA,W2008 R2,US - BLD,AUS,Prod,,VIRTUAL
USBDQCA000ASL0A,W2008 R2,US - BLD,AUS,Production,,X3650 M3
USBDQCA010ASL0A,W2008 R2,US - BLD,AUS,Production,,X3650 M3
usbdqdb130aslxa,RHEL 5,US - BLD,AUS,Production,,X3650 M3
USBDQEX000ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
USBDQEX010ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
USBDQEX020ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
USBDQEX030ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
USBDQEX040ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
USBDQEX050ASLGA,ESX 5.1,US - BLD,AUS,Production,,X240 Compute Node
usbdqhm000aslfa,AIX 6.1,DE - DCO,APEL,,,P260
USBDQPC000ASLAA,W2008 R2,US - BLD,AUS,Production,,X3550 M2
USBDQSC000ASLAA,W2008 R2,US - BLD,AUS,,,X3650 M4
USBDQTG000ASL8A,W2008 R2,US - BLD,AUS,Production,,X3550 M4
USBDQTG010ASL8A,W2008 R2,US - BLD,AUS,Production,,X3550 M4
USBDQVX000ASLAA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USBDQVX010ASLAA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USBDQVX020ASLAA,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USDADASAPPVW02,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USDADASAPPVW05,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASBPPW01,W2003,US - BLD,AUS,Production,,X3550 M3
USDADASCGPW01,W2003,US - BLD,AUS,Production,,X3550 M3
USDADASCGPW02,W2003,US - BLD,AUS,Production,,X3550 M3
USDADASCMPVL0,RHEL 5,US - BLD,AUS,Application,,VIRTUAL
USDADASCMPVL1,RHEL 5.11,US - BLD,AUS,Application,,VIRTUAL
usdadasdbpcl1,RHEL 5,US - BLD,AUS,Production,,DL580 G5
USDADASDBPUL01,RHEL 5,US - BLD,AUS,Production,,DL380 G5
USDADASDBPW01,W2003,US - BLD,AUS,Production,,X3650 M3
USDADASDBPW02,W2003,US - BLD,AUS,Production,,X3650 M3
USDADASDOPUL01,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASDOPVL1,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASDOPVL2,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASDOPVL3,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASDSBUL01,RHEL 5,US - BLD,AUS,Production,,DL380 G7
USDADASDSPUL01,RHEL 5,US - BLD,AUS,Production,,DL385 G7
USDADASDWPW01,W2008 R2,US - BLD,AUS,Production,,DL380 G7
USDADASEAPL40,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASEAPL41,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASEAPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASECPL40,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASECPL41,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASECPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASECPVW02,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASECPVW03,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASEZPVW01,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USDADASFCPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASFFPVW01,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USDADASFSCVW00,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASRSPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL01,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL02,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL03,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL04,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL40,RHEL 6,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL41,RHEL 6,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL42,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPL43,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASSAPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASSBPCL0,RHEL 5,US - BLD,AUS,Production,,DL580 G5
usdadassbpcl1,RHEL 6.5,US - BLD,AUS,Misc,,DL580 G5
USDADASSBPL01,RHEL 5,US - BLD,AUS,Production,,DL580 G7
USDADASSBPL02,RHEL 5,US - BLD,AUS,Production,,DL580 G7
USDADASSBPL40,RHEL 6,US - BLD,AUS,Production,,VIRTUAL
USDADASSBPL41,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL42,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL43,RHEL 6.5,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL44,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL45,RHEL 5,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL46,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL47,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL48,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL49,RHEL 5,US - BLD,AUS,Production,,DL380 G8
USDADASSBPL50,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPL40,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSPPL41,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSPPL42,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSPPL43,RHEL 6.7,US - BLD,AUS,Production,,DL380 G8
USDADASSPPL44,RHEL 6,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPL45,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPL46,RHEL 6.7,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPVW01,W2003,US - BLD,AUS,QA,,VIRTUAL
USDADASSPPVW02,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPVW03,W2003,US - BLD,AUS,QA,,VIRTUAL
USDADASSPPVW04,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASSPPVW05,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASSPQVW01,W2008 R2,US - BLD,AUS,Production,,VIRTUAL
USDADASSSPUL0,RHEL 5,US - BLD,AUS,Production,,DL380 G6
USDADASTFDVW01,W2008 R2,US - BLD,AUS,DEV,,VIRTUAL
USDADASVSPVW01,W2003,US - BLD,AUS,Production,,VIRTUAL
USDADASWSPUL01,RHEL 5,US - BLD,AUS,Production,,DL380 G5
USDADASWSPUL02,RHEL 5.11,US - RTP,AUS,QA/UAT,,DL380 G5
USDADASWSPUL03,RHEL 5,US - BLD,AUS,Production,,DL380P G5
USDADASWSPVL00,RHEL 5,US - BLD,AUS,Production,,VIRTUAL
USDAMASBPDW01,W2003,US - RTP,AUS,DEV,,X3550 M3
USDAMASCGDVW01,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASDBDUL01,RHEL 5.11,US - RTP,AUS,Dev,,DL380 G5
USDAMASDBDW01,W2003,US - RTP,AUS,DEV,,X3650 M3
USDAMASDODVL1,RHEL 5.11,US - RTP,AUS,Application,,VIRTUAL
USDAMASDODVL3,RHEL 5.11,US - RTP,AUS,Application,,VIRTUAL
USDAMASDOQVL1,RHEL 5.11,US - RTP,AUS,QA/UAT,,VIRTUAL
USDAMASDOQVL2,RHEL 5.11,US - RTP,AUS,QA/UAT,,VIRTUAL
USDAMASEADVW01,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASECDVW01,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASECDVW02,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASECQVW01,W2003,US - RTP,AUS,QA,,VIRTUAL
USDAMASECQVW02,W2003,US - RTP,AUS,QA,,VIRTUAL
USDAMASFCDVW01,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASLPDVW02,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASSAQVW01,W2008 R2,US - RTP,AUS,Production,,VIRTUAL
USDAMASSBDUL0,RHEL 5,US - RTP,AUS,Dev,,DL380 G5
USDAMASSPDVL1,RHEL 5.11,US - RTP,AUS,QA/UAT,,VIRTUAL
USDAMASSPDVW01,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASSPDVW02,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASSPDVW03,W2003,US - RTP,AUS,DEV,,VIRTUAL
USDAMASWSDUL01,RHEL 5.11,US - RTP,AUS,Application,,DL380 G5
USDAMASWSDVL00,RHEL 5.11,US - RTP,AUS,Dev,,VIRTUAL
USDAMASWSDVL01,RHEL 5.11,US - RTP,AUS,Application,,VIRTUAL
USDFDASFPPW01,W2003,US - Northbrook,AUS,Production,,DL380 G6
USMANASABDVW01,W2008 R2,US - RTP,AUS,DEV,,VIRTUAL
USMANASADDVL1,RHEL 6.7,US - RTP,AUS,Application,,VIRTUAL
USMANASADQVL2,RHEL 6.7,US - RTP,AUS,QA/UAT,,VIRTUAL
