Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
JPDTYOCTDB080,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB090,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB120,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB130,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB140,W2008,JP - Nanko DC,API,Development,,VIRTUAL
JPDTYOCTDB161,W2008,JP - Makuhari DC,API,Pre-Production,,DL380p G8
JPDTYOCTDB162,W2008,JP - Makuhari DC,API,Pre-Production,,DL380p G8
JPDTYOCTDB180,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB190,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB200,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB210,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB220,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB230,W2008,JP - Makuhari DC,API,Pre-Production,,DL380p G8
JPDTYOCTDB250,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB260,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPDTYOCTDB270,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB280,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB950,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDB990,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDBA10,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPDTYOCTDBA40,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDBAE0,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDBAO0,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDBAP0,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTDC020,W2012 R2,IBM Makuhari DC,API,Production,,VIRTUAL
JPDTYOCTTM010,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPDTYOCTTM020,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB050,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB081,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB082,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB083,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB090,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPDTYOCTWB100,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB110,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYOCTWB400,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCAP010,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCAP020,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCAP030,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCAP040,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCAP050,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPDTYODCAP060,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCAP070,W2012,IBM Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB010,W2008,JP - Nanko DC,API,Sandbox,,VIRTUAL
JPDTYODCDB020,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCDB030,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB040,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB050,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB060,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPDTYODCDB070,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB090,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB100,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB110,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB120,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB130,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB140,W2012,IBM Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB150,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPDTYODCDB160,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB010,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCWB020,W2008 R2,JP - Makuhari DC,API,Sandbox,,VIRTUAL
JPDTYODCWB030,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB040,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB050,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB060,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB070,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB080,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB090,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPDTYODCWB100,W2012,IBM Makuhari DC,API,Pre-Production,,VIRTUAL
JPMCHECKS,RHEL 4,US - BLD,AUS,Application,,DL360 G5
JPPDAABI01,SUSE 11,IBM Makuhari DC,API,Production,,BL460C G9
JPPDAABI02,SUSE 11,IBM Makuhari DC,API,Production,,BL460C G9
JPPDAABI03,SUSE 11,IBM Makuhari DC,API,Production,,BL460C G9
JPPDAABI04,SUSE 11,IBM Makuhari DC,API,Production,,BL460C G9
JPPDAABI05,SUSE 11,IBM Makuhari DC,API,Production,,BL460C G9
JPPDLCACDC010,W2008,UNKNOWN,API,Production,,VIRTUAL
JPPDLCACFS010,W2008 R2,UNKNOWN,API,Production,,VIRTUAL
JPPDLCACRA010,W2008 R2,UNKNOWN,API,Production,,VIRTUAL
JPPHNAPLDH010,W2012,JP -Nishine,API,Production,,DL360e G8
JPPHNAPLDT010,W2008 R2,JP - Nishine,API,Production,,VIRTUAL
JPPNGOKYDH010,W2012,JP - Kiyosu,API,Production,,DL360e G8
JPPNGOKYDT010,W2008 R2,JP - Kiyosu,API,Production,,VIRTUAL
JPPOSADCAP010,W2012,IBM Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSADCBK010,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
JPPOSADCBK020,W2012 R2,IBM Nanko DC,API,Production,,VIRTUAL
JPPOSADCBK030,W2012,IBM Nanko DC,API,Production,,VIRTUAL
JPPOSADCDB010,W2012,IBM Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSADCDB020,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSADCDB030,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSADCDB040,W2012,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCDB050,W2012,IBM Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSADCFS011,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCFS012,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCFS021,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCFS022,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCFS031,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCFS032,W2012 R2,IBM Nanko DC,API,Disaster Recovery,,DL360 G9
JPPOSADCVS011,W2012 R2,IBM Nanko DC,API,Production,,BL460C G9
JPPOSADCVS012,W2012 R2,IBM Nanko DC,API,Production,,BL460C G9
JPPOSADCVS013,W2012 R2,IBM Nanko DC,API,Production,,BL460C G9
JPPOSADCVS021,W2012 R2,IBM Nanko DC,API,Production,,BL460C G9
JPPOSADCVS022,W2012 R2,IBM Nanko DC,API,Production,,BL460C G9
JPPOSADCWB010,W2012,IBM Nanko DC,API,Disaster Recovery,,DL320e G8
JPPOSADCWB020,W2012,IBM Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP060,W2012,IBM Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSAP160,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP170,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP180,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP190,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP210,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPOSAKSAP220,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP230,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP240,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP250,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP260,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP280,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSAP670,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSAP680,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSAP711,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSBK040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK061,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK070,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK080,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK090,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK100,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK110,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK120,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK130,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK140,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK150,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK160,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK170,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK180,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK230,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL370 G6
JPPOSAKSBK240,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL370 G6
JPPOSAKSBK250,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSBK260,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSBK270,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360 G7
JPPOSAKSBK280,W2012,IBM Nanko DC,API,Disaster Recovery,,DL360e G8
JPPOSAKSBK290,W2012,IBM Nanko DC,API,Disaster Recovery,,DL360e G8
JPPOSAKSBK300,W2012,IBM Nanko DC,API,Disaster Recovery,,DL360e G8
JPPOSAKSBK310,W2012,IBM Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK320,W2012,IBM Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSBK330,W2012,IBM Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSDB030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPOSAKSDB040,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPPOSAKSDB060,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB070,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB090,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB100,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB110,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB130,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB160,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB180,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSDB190,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB201,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSDB220,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB231,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSDB240,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDB280,W2008,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSDB290,W2008,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSDB300,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSDB470,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL620c G7
JPPOSAKSDB491,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL680c G7
JPPOSAKSDC010,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDC020,W2008,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSDT010,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360p G8
JPPOSAKSDT020,W2008 R2,JP - Kashima,API,Production,,VIRTUAL
JPPOSAKSDT030,W2008 R2,JP - Kashima,API,Production,,VIRTUAL
JPPOSAKSDT040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSEX011,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSEX021,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSEX031,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSEX032,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSEX091,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360p G8
JPPOSAKSFS021,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS022,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS030,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSFS040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSFS071,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS072,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS081,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS082,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSFS100,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSFS110,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSFS140,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G7 
JPPOSAKSMN020,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSMN040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360 G6
JPPOSAKSMN050,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSMN060,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSMN070,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL380p G8
JPPOSAKSMN080,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL320e G8
JPPOSAKSMN090,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSMN100,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSMN110,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSMN190,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSMN200,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSMN210,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSRA010,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,DL360 G4p
JPPOSAKSSN010,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSTM050,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSTM060,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSTM070,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSVS010,W2008,JP - Kashima,API,Production,,DL360 G6
JPPOSAKSVS020,W2008,JP - Kashima,API,Production,,DL360 G6
JPPOSAKSVS081,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS082,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS083,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS091,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS092,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS093,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS101,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS102,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS103,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS111,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS112,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS113,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS121,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS122,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS123,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G6
JPPOSAKSVS131,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS132,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS141,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS142,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS151,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS152,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS153,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS154,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS155,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS156,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS161,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSVS162,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,BL460c G8
JPPOSAKSWB011,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB012,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB013,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB020,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB030,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB040,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB050,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB060,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB070,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSAKSWB080,W2008 R2,JP - Nanko DC,API,Disaster Recovery,,VIRTUAL
JPPOSALCAP010,W2008,JP - Cosmo,API,Production,,DL380 G6
JPPOSALCAP020,W2008,JP - Cosmo,API,Production,,DL380 G6
JPPTKBRCAP050,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCAP060,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCAP070,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCAP080,W2008 R2,JP - Tsukuba,API,Production,,DL380p G8
JPPTKBRCAP090,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCAP100,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCAP120,W2008 R2,JP - Tsukuba,API,Production,,DL380 G5
JPPTKBRCAP130,W2012,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCAP140,W2012,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCBK020,W2008 R2,JP - Tsukuba,API,Production,,DL370 G6
JPPTKBRCBK030,W2008 R2,JP - Tsukuba,API,Production,,DL370 G6
JPPTKBRCBK050,W2008 R2,JP - Tsukuba,API,Production,,DL380p G8
JPPTKBRCBK080,W2012 R2,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCBK090,W2012,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCDB030,W2008,JP - Tsukuba,API,Production,,DL380 G7
JPPTKBRCDB040,W2008,JP - Tsukuba,API,Production,,DL380 G7
JPPTKBRCDB070,W2008 R2,JP - Tsukuba,API,Production,,DL380 G7
JPPTKBRCDB130,W2008 R2,JP - Tsukuba,API,Production,,DL380p G8
JPPTKBRCDB140,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCDB150,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCDB190,W2008 R2,JP - Tsukuba,API,Production,,DL785 G5
JPPTKBRCDC010,W2008,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCDH010,W2012,JP - Tsukuba,API,Production,,DL360e G8
JPPTKBRCDH020,W2012,JP - Tsukuba,API,Production,,DL360e G8
JPPTKBRCDH030,W2012,JP - Tsukuba,API,Production,,DL360e G8
JPPTKBRCDT010,W2008 R2,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCDT020,W2008 R2,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCDT030,W2008 R2,JP - Tsukuba,API,Production,,VIRTUAL
JPPTKBRCMN020,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCMN030,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCMN040,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCMN050,W2008 R2,JP - Tsukuba,API,Production,,DL360p G8
JPPTKBRCVS010,W2008,JP - Tsukuba,API,Production,,DL360 G6
JPPTKBRCVS050,W2008,JP - Tsukuba,API,Production,,DL360 G6
JPPTKBRCVS060,W2008,JP - Tsukuba,API,Production,,DL360 G6
JPPTKBRCVS071,W2012 R2,JP - Tsukuba,API,Production,,DL380 G9
JPPTKBRCVS072,W2012 R2,JP - Tsukuba,API,Production,,DL380 G9
JPPTKBRCVS080,W2012 R2,JP - Tsukuba,API,Production,,DL360 G9
JPPTKBRCWB020,W2008 R2,JP - Tsukuba,API,Production,,DL380 G7
JPPTKBRCWB070,W2008,JP - Tsukuba,API,Production,,DL360e G8
JPPTKHTCDH010,W2012,JP - Takahagi,API,Production,,DL360e G8
JPPTKHTCDH020,W2012,JP - Takahagi,API,Production,,DL360e G8
JPPTKHTCDT010,W2008 R2,JP -Takahagi,API,Production,,VIRTUAL
JPPTKHTCDT020,W2008 R2,JP - Takahagi,API,Production,,VIRTUAL
JPPTOYPLDH010,W2012,JP - Toyama,API,Production,,DL360e G8
JPPTOYPLDH020,W2012,JP - Toyama,API,Production,,DL360e G8
JPPTOYPLDT010,W2008 R2,JP - Toyama,API,Production,,VIRTUAL
JPPTOYPLDT020,W2008 R2,JP - Toyama,API,Production,,VIRTUAL
JPPTOYTKDH010,W2012,JP - Takaoka,API,Production,,DL360e G8
JPPTOYTKDH020,W2012,JP - Takaoka,API,Production,,DL360e G8
JPPTOYTKDT010,W2008 R2,JP - Takaoka,API,Production,,VIRTUAL
JPPTOYTKDT020,W2008 R2,JP - Takaoka,API,Production,,VIRTUAL
JPPTYOCTAP090,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP100,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP110,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP160,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP170,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP370,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G6
JPPTYOCTAP380,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G6
JPPTYOCTAP390,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP400,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP410,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTAP420,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTAP440,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTAP450,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
